0 0
Indestructible.png 20 20
Indestructible.png 20 60
Indestructible.png 20 100
Indestructible.png 20 140
Indestructible.png 20 180
Indestructible.png 20 220
Indestructible.png 20 260
Indestructible.png 20 300
Indestructible.png 20 340
Indestructible.png 20 380
Indestructible.png 20 420
Indestructible.png 20 460
Indestructible.png 20 500
Indestructible.png 20 540
Indestructible.png 20 580
Indestructible.png 60 580
Indestructible.png 100 580
Indestructible.png 140 580
Indestructible.png 180 580
Indestructible.png 220 580
Indestructible.png 260 580
Indestructible.png 300 580
Indestructible.png 340 580
Indestructible.png 420 580
Indestructible.png 380 580
Indestructible.png 460 580
Indestructible.png 500 580
Indestructible.png 540 580
Indestructible.png 580 580
Indestructible.png 620 580
Indestructible.png 660 580
Indestructible.png 700 580
Indestructible.png 740 580
Indestructible.png 780 580
Indestructible.png 780 540
Indestructible.png 780 500
Indestructible.png 780 460
Indestructible.png 780 420
Indestructible.png 780 380
Indestructible.png 780 340
Indestructible.png 780 300
Indestructible.png 780 260
Indestructible.png 780 220
Indestructible.png 780 180
Indestructible.png 780 140
Indestructible.png 780 100
Indestructible.png 780 60
Indestructible.png 780 20
Indestructible.png 740 20
Indestructible.png 700 20
Indestructible.png 660 20
Indestructible.png 580 20
Indestructible.png 620 20
Indestructible.png 540 20
Indestructible.png 500 20
Indestructible.png 460 20
Indestructible.png 420 20
Indestructible.png 380 20
Indestructible.png 340 20
Indestructible.png 300 20
Indestructible.png 260 20
Indestructible.png 220 20
Indestructible.png 180 20
Indestructible.png 140 20
Indestructible.png 100 20
Indestructible.png 60 20
TNT.png 84 60
TNT.png 84 108
TNT.png 84 132
TNT.png 84 156
TNT.png 84 180
TNT.png 84 204
TNT.png 84 228
TNT.png 84 252
TNT.png 84 84
TNT.png 84 276
TNT.png 84 300
TNT.png 84 324
TNT.png 84 348
TNT.png 84 372
TNT.png 84 396
TNT.png 84 420
TNT.png 84 444
TNT.png 84 468
TNT.png 84 492
TNT.png 84 516
TNT.png 108 516
TNT.png 132 516
TNT.png 156 516
TNT.png 180 516
TNT.png 204 516
TNT.png 228 516
TNT.png 252 516
TNT.png 276 516
TNT.png 300 516
TNT.png 324 516
TNT.png 372 516
TNT.png 372 516
TNT.png 348 516
TNT.png 396 516
spikePit.png 690 510
spikePit.png 690 450
spikePit.png 690 390
spikePit.png 690 330
spikePit.png 690 270
spikePit.png 690 210
spikePit.png 690 150
spikePit.png 690 90
spikePit.png 630 90
spikePit.png 570 90
spikePit.png 510 90
spikePit.png 450 90
spikePit.png 390 90
spikePit.png 330 90
spikePit.png 270 90
spikePit.png 210 90
spikePit.png 150 90
spikePit.png 150 150
spikePit.png 210 150
spikePit.png 270 150
spikePit.png 330 150
spikePit.png 390 150
spikePit.png 450 150
spikePit.png 510 150
spikePit.png 570 150
spikePit.png 630 150
spikePit.png 630 210
spikePit.png 630 270
spikePit.png 570 210
spikePit.png 570 270
spikePit.png 510 210
spikePit.png 510 270
spikePit.png 450 210
spikePit.png 390 270
spikePit.png 390 210
spikePit.png 450 270
spikePit.png 330 210
spikePit.png 330 270
spikePit.png 270 210
spikePit.png 270 270
spikePit.png 210 210
spikePit.png 210 270
spikePit.png 150 210
spikePit.png 150 270
spikePit.png 150 330
spikePit.png 270 330
spikePit.png 210 330
spikePit.png 330 330
spikePit.png 390 330
spikePit.png 450 330
